date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:16:26	126/126	---MC-	200	added ('OK')	text/plain	date:Tue,%2026%20Aug%202025%2023:16:26%20GMT	https://www.intergraficachile.com/robots.txt		(from )
19:16:27	81190/81190	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202025%2023:16:26%20GMT	https://www.intergraficachile.com/	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/index.html	(from )
19:16:28	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2026%20Aug%202025%2023:16:28%20GMT	https://www.intergraficachile.com/xmlrpc.php	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/xmlrpc.0.delayed	(from https://www.intergraficachile.com/)
19:16:29	761/761	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2029%20Aug%202024%2022:14:41%20GMT	https://www.intergraficachile.com/comments/feed/	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/comments/feed/index.html	(from https://www.intergraficachile.com/)
19:16:29	18551/18551	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2029%20Aug%202024%2022:14:41%20GMT	https://www.intergraficachile.com/feed/	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/feed/index.html	(from https://www.intergraficachile.com/)
19:16:29	116345/116345	---M--	200	added ('OK')	text/css	date:Wed,%2016%20Jul%202025%2002:57:19%20GMT	https://www.intergraficachile.com/wp-includes/css/dist/block-library/style.min.css?ver=6.8.2	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-includes/css/dist/block-library/style.min6c2d.css	(from https://www.intergraficachile.com/)
19:16:29	2894/2894	---M--	200	added ('OK')	text/css	date:Tue,%2027%20May%202025%2003:48:24%20GMT	https://www.intergraficachile.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.6	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/plugins/contact-form-7/includes/css/stylesfc7a.css	(from https://www.intergraficachile.com/)
19:16:30	31000/31000	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2004:19:45%20GMT	https://www.intergraficachile.com/wp-content/themes/nur/assets/libs/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/themes/nur/assets/libs/font-awesome/css/font-awesome.min1849.css	(from https://www.intergraficachile.com/)
19:16:31	16403/16403	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2004:25:12%20GMT	https://www.intergraficachile.com/wp-content/plugins/nur-plugin/assets/libs/themify-icons/themify-icons.css?ver=1.0.1	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/plugins/nur-plugin/assets/libs/themify-icons/themify-iconsf269.css	(from https://www.intergraficachile.com/)
19:16:32	14985/14985	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2004:19:45%20GMT	https://www.intergraficachile.com/wp-content/themes/nur/assets/libs/typicons/typicons.min.css?ver=2.0.7	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/themes/nur/assets/libs/typicons/typicons.min5d0a.css	(from https://www.intergraficachile.com/)
19:16:32	1797/1797	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2004:19:45%20GMT	https://www.intergraficachile.com/wp-content/themes/nur/assets/libs/flickity/flickity.min.css?ver=2.2.1	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/themes/nur/assets/libs/flickity/flickity.min77e6.css	(from https://www.intergraficachile.com/)
19:16:34	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202025%2023:16:34%20GMT	http://www.intergraficachile.com/wp-content/uploads/js_composer/js_composer_front_custom.css?ver=7.9	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/uploads/js_composer/js_composer_front_custom.87035.delayed	(from https://www.intergraficachile.com/)
19:16:34	107988/107988	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2004:19:45%20GMT	https://www.intergraficachile.com/wp-content/themes/nur/assets/css/styles.css?ver=1.6.10	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/themes/nur/assets/css/styles744a.css	(from https://www.intergraficachile.com/)
19:16:35	566973/566973	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2003:57:31%20GMT	https://www.intergraficachile.com/wp-content/uploads/js_composer/js_composer_front_custom.css?ver=7.9	C:/My%20Web%20Sites/Intergrafica/www.intergraficachile.com/wp-content/uploads/js_composer/js_composer_front_custom7035.css	(from https://www.intergraficachile.com/)
